"geneSym","rankv"
"WISP2",10453
"FCHO1",10454
"MT1E",10455
"QTRT1",10456
"OTUD3",10457
"CCDC122",10458
"L3MBTL3",10459
"RASL11A",10460
"LZIC",10461
"EPN2",10462
"ZNF276",10463
"EMX1",10464
"LTC4S",10465
"KIF9",10466
"GUCA1B",10467
"KDELR3",10468
"NACC2",10469
"SPNS2",10470
"BEX5",10471
"ADRA1B",10472
"DENND1B",10473
"AFAP1",10474
"SLC5A1",10475
"CTAGE4",10476
"SPTBN2",10477
"STMN3",10478
"INPP5J",10479
"USP19",10480
"SBDSP",10481
"SESN2",10482
"PLXDC1",10483
"PDGFB",10484
"RPL39L",10485
"ABHD8",10486
"WDR86",10487
"ZMIZ2",10488
"HAPLN3",10489
"KCNJ15",10490
"RGL4",10491
"ZNF565",10492
"PYCR1",10493
"ESPL1",10494
"RAB33A",10495
"ANKRD36",10496
"S100A1",10497
"ZKSCAN5",10498
"SNORA20",10499
"PRR15L",10500
"GSTCD",10501
"BCL6B",10502
"ENPP7",10503
"C19orf60",10504
"C1orf104",10505
"CCDC17",10506
"C16orf79",10507
"TTC30A",10508
"NBPF1",10509
"PRIMA1",10510
"RANGAP1",10511
"C2orf86",10512
"THY1",10513
"FLT3LG",10514
"KCNMB4",10515
"ZFP82",10516
"ATP8A1",10517
"CELA2A",10518
"HHIP",10519
"HS3ST3A1",10520
"ZNF573",10521
"HIC1",10522
"SPIRE2",10523
"C16orf75",10524
"NKX2-8",10525
"CELF6",10526
"ESRRG",10527
"ITGA7",10528
"CLEC4F",10529
"POLN",10530
"SAV1",10531
"TCEANC",10532
"LRRC16B",10533
"ANO8",10534
"NKX2-6",10535
"BRF1",10536
"PAQR8",10537
"OGG1",10538
"C12orf61",10539
"C6orf57",10540
"SLC24A3",10541
"KIAA0284",10542
"NKD2",10543
"CAB39L",10544
"NOD2",10545
"TNFRSF19",10546
"KCNQ1",10547
"CCNE2",10548
"EBF4",10549
"TLR7",10550
"JMJD7-PLA2G4B",10551
"TFAP4",10552
"ZNF671",10553
"GP9",10554
"VTCN1",10555
"KRT222",10556
"LRRN3",10557
"APOBEC3B",10558
"WDR91",10559
"C22orf33",10560
"GUK1",10561
"PWWP2B",10562
"FUT2",10563
"CCNO",10564
"ANKRD22",10565
"NAT14",10566
"PARM1",10567
"C14orf21",10568
"THSD4",10569
"NFE2",10570
"NARFL",10571
"GPR160",10572
"STAC",10573
"C15orf23",10574
"TMEM191A",10575
"USP21",10576
"C11orf80",10577
"RPS6KB2",10578
"CCDC99",10579
"PPP5C",10580
"ZNF567",10581
"HARBI1",10582
"IL17RA",10583
"C21orf67",10584
"TNNT3",10585
"PLEKHA8",10586
"SP2",10587
"HIP1",10588
"SIGLEC11",10589
"ZNF575",10590
"ANKRD16",10591
"ZDHHC21",10592
"FHL3",10593
"NME5",10594
"TNFRSF18",10595
"RPUSD1",10596
"CDKL3",10597
"RPS15",10598
"GATA2",10599
"CBX6",10600
"ZNF415",10601
"AVIL",10602
"TREM2",10603
"ARHGAP22",10604
"TM6SF1",10605
"EXTL3",10606
"FBXL6",10607
"ANKRD44",10608
"DGKQ",10609
"BTBD12",10610
"C4orf23",10611
"NMNAT1",10612
"ZC3H3",10613
"NTNG2",10614
"PTX3",10615
"TTLL11",10616
"CKAP2",10617
"C17orf82",10618
"C17orf88",10619
"ZNF808",10620
"MAL",10621
"ZNF462",10622
"CCDC24",10623
"HACE1",10624
"G2E3",10625
"HORMAD2",10626
"C7orf64",10627
"HSPA12A",10628
"KCTD11",10629
"GRHL2",10630
"MYO9B",10631
"POU2F2",10632
"ANKRD33B",10633
"C3orf32",10634
"PCNXL2",10635
"NRG4",10636
"KREMEN2",10637
"CORO7",10638
"SLC25A29",10639
"SENP2",10640
"BMF",10641
"C9orf125",10642
"TRIM31",10643
"ZNF346",10644
"CEP135",10645
"SLC6A9",10646
"GSTO2",10647
"DNM2",10648
"C13orf33",10649
"C11orf35",10650
"C17orf65",10651
"PLXNA1",10652
"DNAJC4",10653
"LRCH4",10654
"CCDC102B",10655
"PDZD4",10656
"EZH2",10657
"ALS2CL",10658
"ZNF17",10659
"CCDC71",10660
"ZNF555",10661
"C1orf159",10662
"VPS37D",10663
"TSPAN10",10664
"ZNF304",10665
"SLC16A6",10666
"KIF13A",10667
"FILIP1",10668
"ZNF57",10669
"LEPREL2",10670
"SPAG4",10671
"ADAMTS12",10672
"OTUB2",10673
"ZNF425",10674
"KRTAP10-4",10675
"THAP2",10676
"ADAP1",10677
"PRMT7",10678
"PKD2L1",10679
"CCDC42B",10680
"NAIP",10681
"SIT1",10682
"CARS2",10683
"C18orf50",10684
"TNF",10685
"C2orf89",10686
"PRSS22",10687
"SLC22A15",10688
"hCG_1643808",10689
"NPFF",10690
"C2orf74",10691
"RTN4R",10692
"PIGW",10693
"CHAF1A",10694
"GDPD3",10695
"YES1",10696
"HIST1H3E",10697
"RBM12B",10698
"FAM131A",10699
"DDX19B",10700
"SCXB",10701
"CHRNE",10702
"OGFOD2",10703
"SOAT2",10704
"TUBB2B",10705
"CSF3R",10706
"PHLDA3",10707
"C9orf167",10708
"ZNF470",10709
"SLCO4A1",10710
"C1orf124",10711
"TFEB",10712
"CERCAM",10713
"KPNA5",10714
"TTC21A",10715
"C21orf93",10716
"TTC16",10717
"CELSR2",10718
"PDE4D",10719
"LCN1",10720
"EML2",10721
"SRCAP",10722
"CCDC57",10723
"CIB2",10724
"FAM127C",10725
"SNHG10",10726
"OAZ3",10727
"MATN4",10728
"TBX21",10729
"FPGT",10730
"HSF4",10731
"OSCP1",10732
"C20orf12",10733
"RAB38",10734
"FOSL1",10735
"SCAND3",10736
"SSPN",10737
"KIAA1324L",10738
"GMDS",10739
"STARD3",10740
"CRIPAK",10741
"TESK2",10742
"HOXA6",10743
"MN1",10744
"MAP3K6",10745
"LRRC37A3",10746
"TTC39B",10747
"TECPR1",10748
"DNAH5",10749
"TTC5",10750
"THSD7A",10751
"MRPL17",10752
"CYSLTR1",10753
"TMOD2",10754
"PCDH9",10755
"RALGAPA2",10756
"PRAM1",10757
"IGFBPL1",10758
"TMPPE",10759
"LRIG3",10760
"DNAH1",10761
"SIPA1L3",10762
"NDE1",10763
"ATP6V1G2",10764
"PSKH1",10765
"SEC14L1",10766
"CENPQ",10767
"TUBA8",10768
"NFE2L3",10769
"ZBTB42",10770
"MAST1",10771
"PCSK4",10772
"ZFPM1",10773
"AK7",10774
"VSTM2L",10775
"MAP1A",10776
"PLCD3",10777
"ATP6V1E2",10778
"WRAP53",10779
"MMP17",10780
"NGDN",10781
"DNAJB3",10782
"TSNARE1",10783
"VWA5B2",10784
"C9orf116",10785
"hCG_2039027",10786
"PRKCQ",10787
"ZNF677",10788
"HRCT1",10789
"GREM1",10790
"TMEM175",10791
"HTRA3",10792
"GDF6",10793
"CARD10",10794
"GNRH2",10795
"TRBV3-1",10796
"TRIM6",10797
"LCE3B",10798
"CDC42EP2",10799
"TNFRSF10C",10800
"IQCB1",10801
"FADS6",10802
"WDR52",10803
"SEMA3F",10804
"UBASH3B",10805
"LRRC48",10806
"FOXD2",10807
"SCAMP5",10808
"CD3G",10809
"BIK",10810
"COL21A1",10811
"MAPK13",10812
"STXBP6",10813
"HPGDS",10814
"EPPK1",10815
"GALNT14",10816
"CDC14A",10817
"PDE10A",10818
"PGF",10819
"SYNGR1",10820
"LGR5",10821
"NAP1L3",10822
"ZNF592",10823
"MCOLN2",10824
"ZNF235",10825
"NT5DC2",10826
"SNORD8",10827
"ATF7",10828
"AGMAT",10829
"CYB5RL",10830
"STIL",10831
"SIGLEC8",10832
"MYPOP",10833
"DNM1",10834
"CD164L2",10835
"SEMA6C",10836
"TMEM160",10837
"C7orf31",10838
"ZG16B",10839
"NEU4",10840
"MSC",10841
"DNAJB14",10842
"CAMK2N2",10843
"BHLHE23",10844
"PI3",10845
"ADAT2",10846
"C6orf35",10847
"CCDC85C",10848
"RBM24",10849
"WNK2",10850
"GOLIM4",10851
"PRR5",10852
"CD5",10853
"C6orf124",10854
"ZNF142",10855
"LILRA5",10856
"PARP10",10857
"SEC14L4",10858
"DIS3L2",10859
"NDUFC1",10860
"C2orf16",10861
"ONECUT1",10862
"UCN2",10863
"C14orf79",10864
"REEP1",10865
"NPW",10866
"CAPS",10867
"HS3ST1",10868
"PIGZ",10869
"CLOCK",10870
"MUM1L1",10871
"NKIRAS2",10872
"CCDC52",10873
"ATG4C",10874
"TXNRD3",10875
"BAI1",10876
"SNHG12",10877
"HK3",10878
"FAM65B",10879
"ST8SIA4",10880
"TUBGCP6",10881
"SNAPC4",10882
"PHF15",10883
"URB2",10884
"REP15",10885
"TMEM158",10886
"GSG1L",10887
"UCHL1",10888
"ODF2L",10889
"GCNT4",10890
"SLFN13",10891
"GVIN1",10892
"PAQR6",10893
"C9orf9",10894
"CARD11",10895
"GLTSCR1",10896
"C3orf15",10897
"BCAS3",10898
"FHOD3",10899
"COL4A2",10900
"CDH15",10901
"HPS4",10902
"RIPPLY1",10903
"CSPG4",10904
"DGCR11",10905
"TMPRSS8",10906
"THAP10",10907
"FASLG",10908
"KLHL17",10909
"ZNF839",10910
"SCARNA16",10911
"GUCY1B3",10912
"LPAR1",10913
"ZNF236",10914
"TTLL1",10915
"SSTR5",10916
"GRAMD1B",10917
"RPL29P2",10918
"KCTD17",10919
"SPIC",10920
"GNGT2",10921
"SLC25A3",10922
"C9orf37",10923
"SLAMF9",10924
"LRIG2",10925
"SS18",10926
"RPS4XP16",10927
"CSTB",10928
"HIST1H4C",10929
"ATPAF2",10930
"FUCA2",10931
"MORN1",10932
"MAGEE1",10933
"C9orf86",10934
"EXD3",10935
"FCRL5",10936
"SREBF2",10937
"C6orf114",10938
"ZBTB46",10939
"IP6K1",10940
"ESPNL",10941
"PLCH2",10942
"ARHGEF16",10943
"FCHSD1",10944
"C11orf46",10945
"ZMYND15",10946
"ANKRD24",10947
"CD300LB",10948
"FIGN",10949
"PAGE5",10950
"ANKRD13B",10951
"CLEC9A",10952
"ARX",10953
"BRCA1",10954
"GDF11",10955
"HDAC10",10956
"ZNF814",10957
"NRM",10958
"ARL14",10959
"SLC38A7",10960
"C16orf86",10961
"TMEM194B",10962
"WDFY4",10963
"PLEKHM2",10964
"TAF4B",10965
"PRRX2",10966
"WDR51A",10967
"RHOBTB2",10968
"PPP1R3E",10969
"ZNF761",10970
"NRIP2",10971
"ABCD1",10972
"GFRA2",10973
"ZNF230",10974
"CA3",10975
"ZNF408",10976
"RFX3",10977
"ADCY5",10978
"UEVLD",10979
"NPR3",10980
"C12orf39",10981
"ARHGAP33",10982
"FAM57B",10983
"UNKL",10984
"CALCA",10985
"H1FOO",10986
"GOLGA6C",10987
"SYDE1",10988
"CASKIN2",10989
"SH3PXD2B",10990
"S1PR4",10991
"C13orf34",10992
"NCRNA00105",10993
"KRT19",10994
"TRPV6",10995
"NRAP",10996
"EFCAB4A",10997
"USP27X",10998
"PAPPA2",10999
"HLA-DOB",11000
"ZNF285A",11001
"PPP1R16B",11002
"LTB",11003
"TEC",11004
"CCR6",11005
"ZNF37A",11006
"ZKSCAN4",11007
"IL27",11008
"SH2D3A",11009
"TNRC18",11010
"LRRC8E",11011
"ROM1",11012
"SH3TC1",11013
"CBLN4",11014
"SALL2",11015
"BBS7",11016
"ZNF107",11017
"NPAS1",11018
"CHRDL1",11019
"ULK2",11020
"RPTOR",11021
"CLDN9",11022
"SNX20",11023
"BMX",11024
"CLDN4",11025
"LRRC23",11026
"ROBO2",11027
"LOXL1",11028
"FAM189A1",11029
"LILRA4",11030
"TNFRSF9",11031
"KLRD1",11032
"FBXW9",11033
"PITX1",11034
"PRR5L",11035
"SLC6A11",11036
"SF4",11037
"ITGA10",11038
"KIAA1875",11039
"FAM124A",11040
"TTYH1",11041
"SLC17A5",11042
"SOX18",11043
"GPR153",11044
"MCHR1",11045
"PITPNM1",11046
"FGF3",11047
"CLU",11048
"AHDC1",11049
"CNTN3",11050
"TCTEX1D1",11051
"TAF1A",11052
"RFTN2",11053
"AFAP1L2",11054
"ZNF441",11055
"SLC7A6",11056
"ZNF771",11057
"FAM71E1",11058
"EPS15L1",11059
"PCDHB16",11060
"C17orf67",11061
"COL4A5",11062
"TTLL8",11063
"METRN",11064
"UAP1L1",11065
"CXXC4",11066
"ROCK1",11067
"LRRC6",11068
"SYT13",11069
"NCKAP5",11070
"TMEM52",11071
"TAF6",11072
"C14orf145",11073
"ACVR2B",11074
"EPHB6",11075
"SIL1",11076
"SPTB",11077
"SFTPD",11078
"KIAA0748",11079
"C12orf60",11080
"NRGN",11081
"MAK",11082
"MAP4K2",11083
"TMCC2",11084
"COL9A2",11085
"ZBTB40",11086
"INPP4A",11087
"DAND5",11088
"C20orf160",11089
"ZNF696",11090
"TMEM71",11091
"RP9",11092
"DYRK1B",11093
"LPL",11094
"ZNF414",11095
"SCAF1",11096
"VASP",11097
"CCL22",11098
"FKBP7",11099
"MLF1IP",11100
"ITGA8",11101
"CXorf15",11102
"EPHB2",11103
"C19orf73",11104
"KLHDC4",11105
"MPL",11106
"GNA15",11107
"LRRCC1",11108
"INTU",11109
"PSRC1",11110
"SLC22A4",11111
"SDK1",11112
"BATF",11113
"TMEM59L",11114
"GRIK5",11115
"LENG9",11116
"DEM1",11117
"EMID1",11118
"DBNDD1",11119
"RPL10L",11120
"RHBDD3",11121
"FOXM1",11122
"GALNT10",11123
"ANKDD1A",11124
"ZNF654",11125
"TMEM171",11126
"KIAA1211",11127
"ADAT3",11128
"TUBB1",11129
"PTPRD",11130
"SOX5",11131
"SOCS1",11132
"ASRGL1",11133
"FOXRED2",11134
"HOXA4",11135
"CDK8",11136
"TMEM220",11137
"AVP",11138
"PCNXL3",11139
"FREM1",11140
"IL27RA",11141
"PROM2",11142
"C11orf21",11143
"CPAMD8",11144
"C14orf162",11145
"RNF112",11146
"PLAC8L1",11147
"ZNF77",11148
"KLF8",11149
"PDE5A",11150
"MMP1",11151
"EDA",11152
"FAM55C",11153
"LIF",11154
"CFD",11155
"GPR132",11156
"ZNF569",11157
"C19orf76",11158
"CACNA1H",11159
"OGN",11160
"NT5M",11161
"CUEDC1",11162
"TTC18",11163
"KCNMB1",11164
"DSCC1",11165
"KCNMB3",11166
"DCLRE1C",11167
"PLA2G2D",11168
"FLYWCH2",11169
"BHLHE41",11170
"SEPT5",11171
"ZNF775",11172
"PRR22",11173
"BCORL1",11174
"KATNB1",11175
"KRTAP10-12",11176
"JRKL",11177
"RAI1",11178
"C21orf122",11179
"TUBD1",11180
"SCTR",11181
"KIF25",11182
"LAIR2",11183
"NAALAD2",11184
"DCLRE1B",11185
"PPAPDC1A",11186
"MSI1",11187
"MRPL4",11188
"DNAJC6",11189
"KCNG2",11190
"PTPDC1",11191
"DSG2",11192
"RFESD",11193
"CYP2A7P1",11194
"FAM70B",11195
"WDR92",11196
"PTGDR",11197
"STK32C",11198
"CLDN3",11199
"CDC6",11200
"KRTAP10-9",11201
"RASL10B",11202
"RAB3IL1",11203
"C10orf35",11204
"WBSCR27",11205
"NUP50",11206
"SARM1",11207
"CCDC108",11208
"G6PD",11209
"C1orf74",11210
"SYCE2",11211
"DYNLRB2",11212
"DNHD1",11213
"KIF11",11214
"CCDC9",11215
"ZFP3",11216
"TDRKH",11217
"CDKL1",11218
"PTPN7",11219
"CENPO",11220
"ITGB8",11221
"IL3RA",11222
"DNAJB5",11223
"EDAR",11224
"CREB3L1",11225
"TMEM190",11226
"C20orf117",11227
"ARSF",11228
"CD70",11229
"PCDHB5",11230
"FXYD3",11231
"SNORD89",11232
"GNA11",11233
"LCE3A",11234
"CHTF18",11235
"C5orf49",11236
"C5orf42",11237
"TMEM17",11238
"tcag7.1275",11239
"CHAC1",11240
"KIF21B",11241
"SLC15A2",11242
"FGF1",11243
"CTRL",11244
"ZNF670",11245
"LMNB2",11246
"ZNF549",11247
"LYPD2",11248
"PACS1",11249
"IFT57",11250
"ABCA10",11251
"CRTC1",11252
"CST2",11253
"GDNF",11254
"SLC16A5",11255
"PLEKHB1",11256
"ARHGAP6",11257
"SPHK1",11258
"PSG8",11259
"EVC",11260
"GARNL3",11261
"SLFN12",11262
"LRSAM1",11263
"RAD51L1",11264
"ADAM9",11265
"IGHMBP2",11266
"CRIP3",11267
"OXCT1",11268
"FSD1",11269
"ZNF540",11270
"ITGB4",11271
"SLC16A7",11272
"DNMT3B",11273
"ATHL1",11274
"RNF151",11275
"SUV420H2",11276
"SRRD",11277
"FLNC",11278
"MYLK2",11279
"RANBP17",11280
"CDON",11281
"TOP2A",11282
"ZNF180",11283
"ANKRD26",11284
"OSBPL3",11285
"NRG2",11286
"PRC1",11287
"ADARB2",11288
"ZNF132",11289
"IRX3",11290
"ZNF135",11291
"C1orf211",11292
"RASSF9",11293
"DOHH",11294
"CST6",11295
"MFSD9",11296
"ANO9",11297
"CCL24",11298
"PRR15",11299
"PIF1",11300
"UNQ2963",11301
"MRGPRE",11302
"DCLK2",11303
"C14orf37",11304
"SYNGR2",11305
"PDCD6",11306
"C9orf24",11307
"PCDHB14",11308
"SNORA45",11309
"TIGD7",11310
"NCR3",11311
"POLR1A",11312
"LRRC45",11313
"VAT1L",11314
"CECR2",11315
"IGSF21",11316
"LRFN4",11317
"INCA1",11318
"ZNF821",11319
"KIAA1683",11320
"AKAP5",11321
"FZD8",11322
"RAD51",11323
"C19orf61",11324
"EIF5A2",11325
"OTX1",11326
"ARID3B",11327
"NDRG4",11328
"GPRIN3",11329
"OTOS",11330
"NFKBIL2",11331
"TCEAL7",11332
"NRXN3",11333
"NEURL2",11334
"TMEM132E",11335
"C12orf69",11336
"CD19",11337
"WFIKKN1",11338
"MEI1",11339
"CCL13",11340
"TNN",11341
"GPR123",11342
"MDGA1",11343
"C9orf169",11344
"UBOX5",11345
"ZFY",11346
"SLC29A2",11347
"OSR1",11348
"C7orf27",11349
"FAM189A2",11350
"ZFPL1",11351
"ZNF668",11352
"GTPBP3",11353
"ZNF442",11354
"ZNF428",11355
"JSRP1",11356
"GPRIN1",11357
"FAM170A",11358
"RTN2",11359
"NCCRP1",11360
"DENND2A",11361
"AKAP8L",11362
"CLCNKB",11363
"MAP6",11364
"SH3BP1",11365
"ZNF296",11366
"GLUD2",11367
"CYP21A2",11368
"KCNH3",11369
"MAP3K12",11370
"TSGA10IP",11371
"DUSP9",11372
"ZDHHC1",11373
"C14orf132",11374
"ZNF678",11375
"GDF5",11376
"DAPP1",11377
"POLA2",11378
"TCAP",11379
"KIAA1549",11380
"KRTAP21-2",11381
"MYO10",11382
"CD300E",11383
"ZNF707",11384
"SCARNA17",11385
"FAM110A",11386
"C2orf82",11387
"ACTG2",11388
"JAG2",11389
"SPDEF",11390
"HAPLN4",11391
"MUSTN1",11392
"ZNF597",11393
"SLC2A14",11394
"GRB7",11395
"ALPK3",11396
"ABL2",11397
"TMEM229B",11398
"SOX12",11399
"INPP5K",11400
"PEBP4",11401
"NKD1",11402
"RSPH1",11403
"ABTB1",11404
"POLRMTL",11405
"ERCC8",11406
"C20orf201",11407
"CENPP",11408
"NUDT4",11409
"LGI4",11410
"SCRG1",11411
"P4HA3",11412
"CD226",11413
"VPREB3",11414
"TMEM231",11415
"SCT",11416
"FBXO32",11417
"NKX6-3",11418
"TYRO3",11419
"MCTP2",11420
"LRP12",11421
"PCSK1N",11422
"SV2B",11423
"SEZ6L2",11424
"DOCK4",11425
"KIAA1586",11426
"RELB",11427
"VPRBP",11428
"GPIHBP1",11429
"PSTPIP1",11430
"TMEM130",11431
"ANKS3",11432
"DACH1",11433
"SNAI1",11434
"SUV39H1",11435
"LZTS2",11436
"SEMA4F",11437
"HMGA2",11438
"BARD1",11439
"ZDHHC24",11440
"NEB",11441
"AVPR1A",11442
"NR6A1",11443
"PRKXP1",11444
"GZMM",11445
"DUX1",11446
"HSD11B1L",11447
"SLC35E3",11448
"KIAA0556",11449
"UTS2R",11450
"HFE",11451
"FAM95B1",11452
"FAM116B",11453
"ETV2",11454
"PRR12",11455
"C20orf132",11456
"PHACTR1",11457
"SEMA3C",11458
"LHX5",11459
"CHADL",11460
"ZNF827",11461
"CROCC",11462
"HOXB6",11463
"PNOC",11464
"TMSB4Y",11465
"FUT11",11466
"SLC4A10",11467
"CST4",11468
"ZNF510",11469
"RRP7B",11470
"ADCK5",11471
"KAL1",11472
"ATPGD1",11473
"ZNF74",11474
"KLRF1",11475
"ZNF554",11476
"DNASE1",11477
"ZCWPW1",11478
"FRS3",11479
"IPP",11480
"SAMD10",11481
"LTK",11482
"SHISA7",11483
"ACTL7B",11484
"PFDN5",11485
"GPR133",11486
"GINS4",11487
"ABCC10",11488
"GATS",11489
"STARD9",11490
"GTSF1",11491
"CD300C",11492
"GRID1",11493
"ASTN2",11494
"PGBD2",11495
"CTSG",11496
"PTCD2",11497
"LYL1",11498
"MLLT3",11499
"ZNF699",11500
"SLC38A11",11501
"CACNA1I",11502
"SH3D20",11503
"EPHA8",11504
"ACTL6B",11505
"DBC1",11506
"HSPB2",11507
"LCN10",11508
"CDKL5",11509
"SAMD14",11510
"C1orf26",11511
"PHYHIPL",11512
"B3GALNT1",11513
"PRICKLE1",11514
"RAB3C",11515
"HES2",11516
"ZDHHC19",11517
"FAM162B",11518
"XRCC3",11519
"RINL",11520
"ALOX12P2",11521
"CRAMP1L",11522
"MMP14",11523
"FAM188B",11524
"LRRC49",11525
"MRM1",11526
"TAF8",11527
"ZBTB37",11528
"ZNF70",11529
"STRC",11530
"PORCN",11531
"ISG20L2",11532
"NSMAF",11533
"TXK",11534
"SNCA",11535
"RNF24",11536
"ZNF525",11537
"CNKSR1",11538
"KCNK4",11539
"C10orf110",11540
"FAM84A",11541
"DBF4",11542
"FAM53A",11543
"ZNF582",11544
"WNT4",11545
"FANCG",11546
"CHST1",11547
"RAVER2",11548
"BCAS4",11549
"CEP97",11550
"GYLTL1B",11551
"CSPP1",11552
"TRIM55",11553
"CELSR3",11554
"TH",11555
"SLAMF1",11556
"C1orf186",11557
"SLC1A7",11558
"EMILIN1",11559
"C11orf92",11560
"GDF2",11561
"NR1H2",11562
"CCDC157",11563
"LY6G6D",11564
"GUCY2D",11565
"PTH2",11566
"KCP",11567
"TBX6",11568
"PFKFB4",11569
"PLA2R1",11570
"TPSG1",11571
"PHF5A",11572
"NTM",11573
"C9orf40",11574
"USF1",11575
"SLC16A11",11576
"KIAA1328",11577
"CCDC147",11578
"CAMP",11579
"LY9",11580
"RNF168",11581
"BBS12",11582
"RAB36",11583
"MGAT3",11584
"RAF1",11585
"RAD18",11586
"GPR172B",11587
"CYS1",11588
"FCRLB",11589
"SCLT1",11590
"HIST1H1D",11591
"IFT140",11592
"ROR1",11593
"NFATC4",11594
"MRPL10",11595
"TMC5",11596
"ZC3H12B",11597
"MYO1G",11598
"COLQ",11599
"ZNF777",11600
"CTXN1",11601
"PPIL4",11602
"SYDE2",11603
"CBX2",11604
"LPHN3",11605
"XKR6",11606
"IL23A",11607
"TRIM45",11608
"CYTSB",11609
"EFCAB7",11610
"CECR7",11611
"CD96",11612
"SMAD5OS",11613
"GGT6",11614
"ZBTB25",11615
"CXorf24",11616
"CRTAC1",11617
"TMEM159",11618
"CDH16",11619
"ADSL",11620
"SMPD3",11621
"PKN3",11622
"CD101",11623
"ADORA2B",11624
"AIDA",11625
"MIR585",11626
"DACT3",11627
"EPHA4",11628
"ATP6V1C2",11629
"PNMAL2",11630
"AGAP2",11631
"TRIM7",11632
"HAS3",11633
"ASPRV1",11634
"MND1",11635
"AZI1",11636
"MIR604",11637
"SYN1",11638
"RETN",11639
"LRTM2",11640
"CLEC2D",11641
"NMB",11642
"APOL4",11643
"CC2D2A",11644
"BLOC1S3",11645
"CATSPER3",11646
"IL34",11647
"PLEKHG6",11648
"HOXA10",11649
"FBXL2",11650
"USP45",11651
"ZRANB3",11652
"ZNF542",11653
"ITLN2",11654
"ZNF618",11655
"DNAJC5B",11656
"HIST1H1E",11657
"SNORA64",11658
"TMBIM4",11659
"C9orf68",11660
"THSD7B",11661
"SKP2",11662
"DNAJC18",11663
"AMIGO3",11664
"ADCY10",11665
"WHSC1L1",11666
"EBF3",11667
"IQSEC2",11668
"ZNF831",11669
"CCL11",11670
"HSH2D",11671
"TMEM81",11672
"RIMS3",11673
"TOMM22",11674
"GPM6B",11675
"CD200R1",11676
"ZNF222",11677
"AQP6",11678
"ABHD1",11679
"CADM3",11680
"KIF5A",11681
"EXOG",11682
"CACNG8",11683
"HOXA2",11684
"C1orf127",11685
"CHAF1B",11686
"USHBP1",11687
"GPR162",11688
"DCAF15",11689
"HMMR",11690
"SNORA76",11691
"GNG8",11692
"NAP1L2",11693
"TSPAN15",11694
"HCG14",11695
"RELT",11696
"SEMA5B",11697
"FAM58B",11698
"C7orf61",11699
"GCNT3",11700
"UNQ9368",11701
"ZNF423",11702
"SGTB",11703
"GLI4",11704
"FAM78A",11705
"IPMK",11706
"hCG_1776007",11707
"CEP55",11708
"DBI",11709
"CCDC41",11710
"PRAMEL",11711
"FCRL6",11712
"MATK",11713
"TBX19",11714
"PRSSL1",11715
"SRCRB4D",11716
"C16orf11",11717
"CLIP2",11718
"LHX6",11719
"ZFP41",11720
"CXCL13",11721
"STON1",11722
"RLTPR",11723
"C9orf44",11724
"ZNF652",11725
"PPP1R3F",11726
"BBC3",11727
"SPANXN5",11728
"C1orf86",11729
"GAN",11730
"TMEM106A",11731
"CCRN4L",11732
"TMEM79",11733
"CHAC2",11734
"C9orf43",11735
"FBN2",11736
"CXorf36",11737
"ZBP1",11738
"ZNF792",11739
"CD22",11740
"EFNB3",11741
"SLC43A2",11742
"C8orf49",11743
"C2orf62",11744
"FAM83D",11745
"QRFP",11746
"HIPK4",11747
"FBXL22",11748
"CEACAM21",11749
"SLC22A11",11750
"PCLO",11751
"FOXP3",11752
"MYH13",11753
"SIM2",11754
"hCG_1646157",11755
"ADRA2C",11756
"HES6",11757
"FUZ",11758
"NTN5",11759
"DTL",11760
"COMMD5",11761
"WIPF3",11762
"TTN",11763
"ARNT2",11764
"SLC34A1",11765
"UCN3",11766
"MYO7B",11767
"FRMPD3",11768
"CDC25A",11769
"PDZD2",11770
"RNF150",11771
"ARHGEF19",11772
"XRRA1",11773
"SCN4B",11774
"CYP2W1",11775
"ZNF773",11776
"ZNF157",11777
"ZNF841",11778
"GALNTL1",11779
"SCGN",11780
"FAM171A2",11781
"CHAT",11782
"THAP9",11783
"KBTBD8",11784
"FAM166A",11785
"PDE8B",11786
"LCN12",11787
"FAM200A",11788
"BCAS1",11789
"ZNF843",11790
"EEF1DP3",11791
"GRIA3",11792
"LRRN1",11793
"MIR492",11794
"C22orf31",11795
"ZNF628",11796
"C11orf93",11797
"MARCH9",11798
"ZNF550",11799
"LAMC2",11800
"CTHRC1",11801
"NRSN2",11802
"C15orf59",11803
"UNQ6125",11804
"SNX21",11805
"DNAH2",11806
"CCNT1",11807
"ASPG",11808
"ZNF333",11809
"NSUN7",11810
"FOXP2",11811
"C2orf63",11812
"RRAD",11813
"ZZEF1",11814
"SEMA3D",11815
"TRDV1",11816
"PDLIM4",11817
"BOC",11818
"GRAPL",11819
"GLI3",11820
"LCN15",11821
"OPA3",11822
"TCF19",11823
"DLK2",11824
"ZNF521",11825
"ZNF687",11826
"C17orf13",11827
"BSX",11828
"CKLF",11829
"MLC1",11830
"PDGFRL",11831
"CCDC151",11832
"C5orf55",11833
"MYLK4",11834
"RGS20",11835
"NBEAL2",11836
"RPS20P27",11837
"SLC6A6",11838
"FGF11",11839
"ZNF607",11840
"WDR73",11841
"DCC",11842
"SPATC1",11843
"SLC2A11",11844
"FERMT1",11845
"STAG3L1",11846
"TMEM156",11847
"PCDHB4",11848
"LHX4",11849
"ZMYND17",11850
"RNF126P1",11851
